track,note,velocity,time
1,63,0,480
1,54,0,0
1,57,0,0
1,60,0,0
1,55,35,0
1,59,35,0
1,64,42,0
1,64,0,960
1,59,0,0
1,55,0,0
1,59,68,0
1,59,0,480
1,52,59,0
1,55,59,0
1,59,59,0
1,64,70,0
1,64,0,480
1,52,0,0
1,55,0,0
1,59,0,0
1,52,59,0
1,55,59,0
1,59,59,0
1,64,70,0
1,64,0,480
1,52,0,0
1,55,0,0
1,59,0,0
1,55,60,0
1,59,60,0
1,64,60,0
1,67,71,0
1,67,0,480
1,55,0,0
1,59,0,0
1,64,0,0
1,57,60,0
1,59,60,0
1,66,60,0
1,69,71,0
1,69,0,480
1,57,0,0
1,59,0,0
1,66,0,0
1,59,61,0
1,64,61,0
1,67,61,0
1,71,72,0
1,71,0,480
1,59,0,0
1,64,0,0
1,67,0,0
1,57,58,0
1,64,58,0
1,66,58,0
1,69,69,0
1,69,0,80
1,57,0,0
1,64,0,0
1,66,0,0
1,59,58,80
1,64,58,0
1,67,58,0
1,71,69,0
1,71,0,80
1,59,0,0
1,64,0,0
1,67,0,0
1,60,58,80
1,64,58,0
1,69,58,0
1,72,69,0
1,72,0,80
1,60,0,0
1,64,0,0
1,69,0,0
1,59,62,80
1,64,62,0
1,67,62,0
1,71,73,0
1,71,0,480
1,59,0,0
1,64,0,0
1,67,0,0
1,55,57,0
1,59,57,0
1,64,57,0
1,67,68,0
1,67,0,360
1,55,0,0
1,59,0,0
1,64,0,0
1,57,61,0
1,66,61,0
1,69,72,0
1,69,0,120
1,66,0,0
1,57,0,0
1,59,61,0
1,64,61,0
1,67,61,0
1,71,72,0
1,71,0,480
1,59,0,0
1,64,0,0
1,67,0,0
1,59,59,0
1,64,59,0
1,67,59,0
1,71,71,0
1,71,0,480
1,59,0,0
1,64,0,0
1,67,0,0
1,71,66,0
1,72,68,0
1,79,80,0
1,79,0,480
1,72,0,0
1,71,0,0
1,69,61,0
1,72,61,0
1,78,73,0
1,78,0,480
1,72,0,0
1,69,0,0
1,67,55,0
1,71,55,0
1,76,65,0
1,76,0,960
1,71,0,0
1,67,0,0
1,66,45,0
1,71,45,0
1,75,54,0
1,75,0,456
1,71,0,0
1,66,0,0
1,66,49,24
1,66,0,480
1,67,53,0
1,67,0,480
1,66,45,0
1,67,54,0
1,67,0,480
1,66,0,0
1,64,45,0
1,67,54,0
1,67,0,480
1,64,0,0
1,62,45,0
1,67,53,0
1,67,0,480
1,62,0,0
1,61,45,0
1,67,54,0
1,67,0,480
1,61,0,0
1,62,43,0
1,66,51,0
1,66,0,160
1,69,51,0
1,69,0,160
1,72,50,0
1,72,0,160
1,62,0,0
1,67,49,0
1,62,45,0
1,71,54,0
1,71,0,480
1,62,0,0
1,67,0,0
1,59,45,0
1,62,45,0
1,67,53,0
1,67,0,360
1,65,49,0
1,65,0,120
1,62,0,0
1,59,0,0
1,60,44,0
1,64,52,0
1,64,0,480
1,60,0,0
1,60,42,0
1,64,50,0
1,64,0,480
1,60,0,0
1,59,42,0
1,64,50,0
1,64,0,480
1,59,0,0
1,54,42,0
1,57,42,0
