track,note,velocity,time
1,60,29,0
1,52,24,0
1,52,0,240
1,60,0,0
1,64,22,477
1,72,27,3
1,72,0,240
1,64,0,2
1,84,28,478
1,76,23,0
1,76,0,1200
1,84,0,0
1,57,34,240
1,69,42,0
1,69,0,360
1,67,31,0
1,67,0,120
1,65,31,0
1,65,0,120
1,67,31,0
1,67,0,120
1,57,0,0
1,58,30,0
1,69,36,0
1,69,0,480
1,65,36,0
1,65,0,240
1,58,0,0
1,60,34,0
1,69,42,0
1,69,0,360
1,67,32,0
1,67,0,120
1,65,32,0
1,65,0,120
1,67,32,0
1,67,0,120
1,60,0,0
1,58,30,0
1,69,36,0
1,69,0,660
1,58,0,0
1,65,36,60
1,72,45,0
1,72,0,360
1,74,38,0
1,74,0,120
1,76,42,0
1,76,0,120
1,74,38,0
1,74,0,120
1,65,0,0
1,72,47,0
1,65,38,0
1,65,0,480
1,72,0,0
1,64,42,0
1,68,42,0
1,68,0,240
1,64,0,0
1,72,48,0
1,65,39,0
1,72,0,720
1,77,51,0
1,77,0,480
1,65,0,0
1,60,40,240
1,72,50,0
1,72,0,360
1,71,37,0
1,71,0,120
1,69,37,0
1,69,0,120
1,71,37,0
1,71,0,120
1,60,0,0
1,62,36,0
1,72,43,0
1,72,0,480
1,69,43,0
1,69,0,240
1,62,0,0
1,64,40,0
1,72,50,0
1,72,0,360
1,71,38,0
1,71,0,120
1,69,38,0
1,69,0,120
1,71,38,0
1,71,0,120
1,64,0,0
1,62,36,0
1,72,43,0
1,72,0,660
1,62,0,0
1,69,40,60
1,76,50,0
1,76,0,360
1,77,42,0
1,77,0,120
1,79,46,0
1,79,0,120
1,77,42,0
1,77,0,120
1,69,0,0
1,76,51,0
1,69,41,0
1,69,0,480
1,76,0,0
1,68,45,0
1,72,45,0
1,72,0,240
1,68,0,0
1,76,51,0
1,69,42,0
1,76,0,720
1,81,53,0
1,69,0,240
1,68,57,0
1,68,0,240
1,67,61,0
1,67,0,240
1,66,70,0
1,81,0,480
1,78,53,0
1,78,0,240
1,74,53,0
1,74,0,240
1,75,53,0
1,75,0,240
1,76,53,0
1,76,0,240
1,66,0,0
1,65,42,0
1,77,53,0
1,77,0,480
1,74,50,0
1,74,0,240
1,71,46,0
1,71,0,480
1,65,0,0
1,66,64,240
1,81,53,240
1,81,0,240
1,78,47,0
1,78,0,240
1,74,49,0
1,74,0,240
1,75,53,0
1,75,0,240
1,76,54,0
1,66,0,240
1,65,42,0
1,76,0,240
1,77,60,0
1,77,0,240
1,74,53,0
1,74,0,240
1,69,56,0
1,69,0,240
1,70,58,0
1,70,0,240
1,71,63,0
1,65,0,150
1,71,0,330
1,72,58,0
1,72,0,240
1,69,53,0
1,69,0,240
1,61,47,0
1,61,0,240
1,62,43,0
1,62,0,240
1,64,44,0
1,64,0,240
1,65,46,0
1,65,0,240
1,68,42,0
1,68,0,240
1,69,39,0
1,69,0,240
1,73,31,0
1,73,0,240
1,65,25,0
1,69,25,0
1,74,32,0
1,74,0,60
1,69,0,0
1,65,0,0
1,69,26,180
1,74,26,0
1,77,33,0
1,77,0,60
1,74,0,0
1,69,0,0
1,81,40,180
1,77,32,0
1,74,32,0
1,74,0,60
1,77,0,0
1,81,0,0
1,64,40,1380
1,64,0,1440
1,60,40,0
1,60,0,360
1,59,30,0
1,59,0,120
1,60,30,0
1,60,0,120
1,62,30,0
1,62,0,120
1,64,34,0
1,64,0,720
1,60,40,0
1,60,0,360
1,59,30,0
1,59,0,120
1,60,30,0
1,60,0,120
1,62,30,0
1,62,0,120
1,64,34,0
1,64,0,720
1,60,29,0
1,52,24,0
1,52,0,240
1,60,0,0
1,64,22,477
1,72,27,3
1,72,0,240
1,64,0,2
1,84,28,478
1,76,23,0
1,76,0,1200
1,84,0,0
1,62,34,240
1,67,42,0
1,67,0,360
1,66,31,0
1,66,0,120
1,67,31,0
1,67,0,120
1,69,31,0
1,69,0,120
1,70,36,0
1,62,0,480
1,64,36,0
1,64,0,240
1,65,34,0
1,70,0,360
1,69,36,0
1,69,0,120
1,70,38,0
1,70,0,120
1,72,40,0
1,72,0,120
1,74,44,0
1,65,0,480
1,66,42,0
1,66,0,240
1,67,48,240
1,67,0,120
1,74,0,0
1,73,42,0
1,70,42,0
1,70,0,120
1,73,0,0
1,67,46,0
1,67,0,120
1,70,42,0
1,74,42,0
1,74,0,120
1,70,0,0
1,70,47,0
1,70,0,90
1,74,41,30
1,78,41,0
1,78,0,90
1,74,0,0
1,70,45,30
1,70,0,90
1,79,39,30
1,74,39,0
1,74,0,90
1,79,0,0
1,74,43,30
1,74,0,90
